ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,,,,,,,,,,,,,
1342,ced,ᏂᎪᎯᎸ ᎠᎳᏍᎦᎵᏍᎪ ᎪᎩ ᏱᎩ.,Nigohilv alasgalisgo gogi yigi.,He's always playing ball during the summer.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1343,ced,ᏅᏅᏓᎩ ᏩᏥ Ꮟ ᎠᎹᏱ ᏫᏂᏣᏕᏘᏅᎾ.,Hnvnhdagi waji si amayi winijadetinvna.,Take your watch off before you dive into the water.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1344,ced,ᏓᎩᏏ ᏄᏩᏅᏔᏅ ᎦᎶᎯᏍᏗᎢ.,Daksi nuwanhtanv galohisdii.,He put a lock on the door.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1345,ced,ᏂᎯ ᏍᏓᏟᏃᎮᏗ ᎤᏚᎵᎭ.,Nihi sdahlinohehdi uduliha.,He wants to talk to you.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1346,ced,ᏂᎬ ᎤᏪᏙᎵᏓᏍᏗ ᎤᎸᏉᏗ.,Nikv uwedolidasdi ulvkwdi.,She likes to go everywhere.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1347,ced,ᏂᎬ ᎤᏪᎯᏍᏓᏁᎵᏙᎭ ᎠᏗᎭ.,Nikv uwehisdanelidoha adiha.,She says she hurts all over.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1348,ced,ᏃᏊ ᏍᏕᏅᏍᏗ ᎤᎾᏚᎵᎭ.,Nogwu sdenvsdi unaduliha.,They want you two to go now.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1349,ced,ᏯᏂᎷᎩᏊ ᏑᎾᎴ ᏃᏊᎴ ᏄᏂᎷᏨᎾᏊ ᏱᎩ.,Yaniluhgigwu sunale nogwule nuniluhjvnagwu yigi.,They might come tomorrow and then they might not.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1350,ced,ᏧᏯᏖᎾ ᏓᏃᏢᏗᏍᎪᎢ ᏃᏥ.,Juhyahtena danohlvhdisgoi nohji.,They make lumber out of pine.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1351,ced,ᏥᏈᏍᏗ ᏃᏈᏏ ᎠᏂᎧᎳ ᎪᎯ ᎤᏒᎢ.,Tsgwisdi nokwsi anikala kohi usvi.,There are a lot of stars out tonight.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1352,ced,ᏕᎦᎳᏅᏛ ᏱᏚᏁᏍᏓᎳᏓ ᏃᏯ ᎠᏂᎳᎨᏯᏛᏍᎪᎢ ᏅᏃᎯ ᏧᏂᎸᏫᏍᏓᏁᎯ.,Degalanvdv yidunesdalada noya anilageydvsgoi nvnohi junilvhwisdanehi.,"When the streets freeze over, the road maintenance crews dump sand on them.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1353,ced,ᏫᎵ ᏄᏓᎴ ᏓᏆᎴᎳ ᎤᎭ.,Wili nudale dagwalela uha.,Willy has a different car.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1354,ced,ᏙᏳ ᏂᏣᏓᏅᏛᎾ.,Doyu nijadanhtvna.,You are really crazy.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1355,ced,ᏄᏟᏍᏛ ᏤᏒ ᎯᏲᏎᎸᎢ.,Nuhlisdv jesv hiyoselvi.,Tell him to come as quickly as possible.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1356,ced,"ᏄᎳ, ᏓᎩᏂᎪᏂᏲᏥᏍ.","Nula, daginigohniyojis.",Hurry or we'll be late.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1357,ced,ᏄᎳ. ᎪᎱᏍᏗ ᎬᏃᎯᏎᏗ ᎠᏆᏚᎵ.,Nula. Gohusd gvnohisehdi agwaduli.,Come here. I want to tell you something.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1358,ced,ᏔᎵᏍᎪᎯ ᎢᏳᏟᎶᏓ ᎢᎬᎾᏕᎾ ᏚᏫᏌ ᏄᎾ.,Talsgohi iyuhliloda igvndena duhwisa nuna.,He has twenty acres of potatoes planted.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1359,ced,ᎦᏙ ᎤᏍᏗ ᏂᏨᏅᏗ ᎯᏃᎨᏂ?,Gado usdi nijvnhdi hihnogeni?,What do you have on your arm?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1360,ced,ᎯᎳ ᎢᏴ ᏖᏏ ᏄᏯᎩ?,Hila iyv tesi Nuyagi?,When are you going to New York?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1361,ced,ᎢᎦ ᎡᎯ ᏅᏓ ᎤᎪᏗ ᎤᏔᎾ ᏏᏅ ᏒᏃᏱ ᎡᎯ ᏅᏓ ᎨᏒᎢ.,Iga ehi nvda ugodi utana sihnv svnoyi ehi nvda gesvi.,The sun is bigger than the moon.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1362,ced,ᎭᏢ ᏅᏓ ᏗᏎᏍᏗ?,Hadlv nvda disesdi?,Where is a calender?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1363,ced,ᏅᏓᏕᏆ ᎧᎸ ᎠᏓᎴᏂᏍᎪ ᎤᏴᏢᎢ.,Nvdadegwa kalv adalenisgo uhyvdlvi.,It starts getting cold in the month of November.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1364,ced,ᏅᏓᎩ ᏩᏇᏙᎸ ᏙᎢ ᎨᏙᎲ ᎢᎪᎯᏓ.,Nvdagi wagwedolv toi gedohv igohida.,I went to Texas during my vacation.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1365,ced,ᏦᎯᏳᎭᏍ ᏅᏙᎯ ᎤᏪᏙᎸ ᎨᏒ ᏴᏫ?,Johiyuhas nvdohi uwedolv gesv yvwi?,Do you believe that man has been on the moon?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1366,ced,ᏅᎩ ᎢᏳᏟᎶᏓ ᎠᏓᎾᏫᏍᏗᏍᎪ ᏂᏚᎩᏨᏂᏒᎢ.,Nvhgi iyuhliloda adanawsdisgo nidugijvhnisvi.,He runs four miles every morning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1367,ced,ᏅᎩᏁ ᎢᎦ ᎢᎮᏙᎸᎢ.,Nvhgine Iga ihedolvi.,Come back on Thursday.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1368,ced,ᎫᏰᏉᎾ ᏅᎩᏁ ᏙᎢ ᎠᏁᏙᎰ ᎢᎦᏓ ᏧᏂᎸᏫᏍᏓᏁᎯ.,Kuyegwona nvhgine toi anedoho igada junilvhwisdanehi.,Some workers have a day off on the fourth of July.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1369,ced,ᏅᏃᎯ ᎠᏰᏟ ᎠᎢ ᎩᎶᎢ.,Nvnohi ayehli ai kiloi.,Someone is walking in the middle of the road.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1370,ced,ᏅᏩᏙᎯᏯᏓ ᎢᏕᎮᏍᏘ.,Nvwhtohiyada idehesdi.,Let's live in peace.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1371,ced,ᎤᏴᏜ ᎣᏂᎣᏍᎬ ᏅᏬᏘ ᎠᏆᏚᎵᎭ.,Uhyvdla oniyisgv nvwoti agwaduliha.,I want medicine for a cold.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1372,ced,ᏞᏍᏗ ᏥᎭᏗᏔᎯ Ꮎ ᏅᏬᏘ ᎠᏓᎯᎯ.,Hlesdi jihaditahi na nvwoti adahihi.,Don't drink the rubbing alcohol.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1373,ced,ᏗᎦᎨᏗ ᎨᏒ ᏗᏌᎳᏙᏗ ᏅᏯ ᎩᎶ ᏃᏍᏕᎵᏍᎬᎾ ᏱᎩ.,Digagedi gesv disaladodi nvya kilo nosdelisgvna yigi.,The rocks were too heavy to lift if no one helped.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1374,ced,ᏅᏯ ᏗᏛᏓᏅᎢ ᎠᏁᏍᎨᏔᏅ ᎠᏓᏁᎸ ᎦᏁᎳ.,Nvya ditvdanvi ahnekstanv adanelv ganela.,He lives in a house made of bricks.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1375,ced,ᏅᏲᎯ ᎤᏬᏢᏅ ᏠᎨᏏ.,Nvyohi uwohlvhnv dlogesi.,He made a garden in a rocky place.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1376,ced,ᏅᏲᎯ ᎣᏓᎸ ᏚᏙᎥ ᎦᏁᎳ.,Nvyohi Odalv dudov ganela.,She lives in a place called Rocky Mountain.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1377,ced,ᏙᏓᎸ ᎦᎸᎳᏗ ᎠᏁᎰ ᎠᏬᎭᎵ.,Dodalv galvladi aneho awohali.,Eagles live high atop the mountains.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1378,ced,ᎣᎦᎳᎰᎹ ᏥᎩ ᎩᎦᎨ ᎠᏍᎦᏯ ᎠᏗᎭ ᎠᏂᏣᏓ ᎤᏂᏬᏂᎯᏍᏗ.,Ogalahoma jigi gigage asgaya adiha Anijahda uniwonihisdi.,Oklahoma means red man in the Choctaw language.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1379,ced,Ꮎ ᎠᏍᎦᏯ ᎣᎦᎾ ᏓᏌᏛᎥᏍᎪᎢ.,Na asgaya ogana dasadvvsgoi.,That man traps groundhogs.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1380,ced,Ꮎ ᎣᏝ ᎠᎬᏍᏉᏍᏙᏗ ᎡᏍᎬᏏ.,Na ohla agvsgwosdohdi eskvsi.,Hand me the face soap.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1381,ced,ᎣᏂ ᎤᎷᏨᎢ.,Ohni uluhjvi.,He came afterwards.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1382,ced,ᏥᏙᎬ ᎣᏂ ᏗᏜ ᎯᏙᎨᏍᏗ.,Jidogv ohni didla hidogesdi.,Stand behind me.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1383,ced,ᎣᏍᏓ ᎦᏬᏂ.,Osd gawoni.,He speaks well.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1384,ced,ᎯᎠ ᎭᏫᏯ ᎣᏍᏓ ᎠᎩᏍᏗ.,Hia hawiya osda agisdi.,This meat is good to eat.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1385,ced,ᎣᏍᏓ ᎧᏃᎮᏓ ᎠᎵᏣᏙᎲᏍᎩ.,Osda kanoheda ahljadohvsgi.,He's a preacher of the good news.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1386,ced,ᎣᏏ ᎾᏆᏛᎿᏕᎦ.,Osi nagwadvhnadega.,I'm doing fairly well.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1387,ced,ᎭᏢ ᏓᏥᎧᏂ ᎯᎠ ᎣᏏ?,Hadlv dajikahni hia osi?,Where shall I set this stove?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1388,ced,ᎢᏤ ᎣᏏ ᎠᏓᏍᏓᏴᏗ ᎤᏓᏒᏅ ᎠᎾᏓᎪᎾᏘᏗᏍᎬᎢ.,Ije osi adasdayhdi udasvhnv anadagonatdisgvi.,She won a new range in a contest.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1389,ced,ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗ ᏗᎲᏘᏗ ᎠᏓ ᏓᏍᏆᎸᏍᎦ.,Osi aganawohisdi dihvtdi ada dasgwalsga.,He's cutting wood for a heating stove.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1390,ced,ᎣᏏᏊᏍ ᏣᏓᏅᏔ?,Osigwus jadanhta?,Do you feel all right?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1391,ced,ᎣᏏᏲ. ᏙᎯᏧ?,Osiyo. Tohiju?,Hello. Are you well?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1392,ced,ᏗᏌᏛᏗ ᎬᏗ ᏕᎦᏂᏱᏍᎪ ᏥᏍᏚ.,Disadvdi gvhdi deganiyisgo jisdu.,He catches rabbits with traps.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1393,ced,ᏔᏎᎦ ᏌᏊ ᏂᏛᎴᏂᏍᎩ ᏔᎵᏍᎪᎯ ᏩᏍᏘ.,Tasehga sagwu nidvlenisgi talsgohi wasti.,Count from one to twenty.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1394,ced,ᏌᎪᏂᎨ ᎤᎵᏑᏫᏓ ᎤᎵᏍᏚᎳ.,Sakonige ulsuhwida ulsdula.,He's wearing a blue cap.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1395,ced,ᎤᎾᏤᏥᏍᏗ ᏌᎵ ᏧᏂᎩᏍᏗ ᎤᏂᎸᏉᏗ.,Unajetsdi sali junigisdi unilvkwdi.,Possums like to eat persimmons.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1396,ced,ᏌᎵᎫᎩ ᏥᏰᏒ ᎥᏓᎵ ᎦᏑᎲᏍᎬᎢ.,Saligugi jiyesv vdali gasuhvsgvi.,I hooked a snapping turtle while I was fishing at the pond.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1397,ced,ᏔᎵᏦᏁ ᎬᏗ ᏥᏲᎸ ᏌᎶᎵ.,Talijone gvhdi jiyolv saloli.,I shot a squirrel with a. 22 rifle.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1398,ced,ᏧᎦᏃᏮ ᎾᎾᏛᎾᏗᏍᎪ ᏌᏌ ᎪᎳ ᏱᏄᎵᏍᏔᎾ.,Juganowv nanadvnhdisgo sasa gola yinulstana.,Geese head south when it turns winter.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1399,ced,ᏍᏓᏯ ᏚᎸᏫᏍᏓᏁ.,Sdaya dulvhwisdane.,He's working hard.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1400,ced,ᎯᎠ ᏅᏯ ᏍᏓᏯ.,Hia nvya sdaya.,This rock is hard.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1401,ced,ᏍᏕᏱᏓ ᎪᏢᏔᏅ ᎠᏓᏁᏐᎳᏕᏗ ᎤᏃᏢᎭ.,Sdeyida gohlvnhtanv adanesoladehdi unohlvha.,They have a swing made of rope.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1402,ced,ᏍᏗᎩᏓ ᏚᏂᏯᏪᎬᎢ ᏍᏆᎴᏍᏗ ᏚᎾᏁᎶᏅᎢ.,Sdikida duniyawegvi sgwalesdi dunanelohnvi.,They were a little tired from playing ball.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1403,ced,ᎯᏍᏚᏅ ᏍᏚᏗ Ꮎ ᏩᎦ ᎠᏂᎶᏐᏅᎢ.,Hisduhnv sdudi na wahga anilosohnvi.,Close the gate when the cows go by.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1404,ced,ᏍᏚᎢᏍᏗ ᎦᎶᎯᏍᏗ ᎠᏍᏚᎢᏍᏙᏗ.,Sduisdi galohisdi asduisdohdi.,A key is for unlocking a door.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1405,ced,"ᏎᏓᏂ ᏗᏣᏠᏒ ᏂᎨᏒᎾ ᏱᎩ ᎪᎯ ᎢᎦ, ᎡᎵᏊ ᎢᏧᎳᎭ ᏱᏍᏓᎢ.","Sedani dijadlosv nigesvna yigi kohi iga, eligwu ijulaha yisdai.","If you haven't been confronted by Satan today, it's possible you two are walking in the same direction.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1406,ced,ᎢᎦᏓ ᏗᏎᎯᏍᏗ ᏎᏗ ᎠᏓ ᏗᎪᏢᏔᏅ ᎨᏐᎢ.,Igada disehisdi sedi ada digohlvhtanv gesoi.,Some dressers are made of walnut.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1407,ced,ᏎᎳᏉᏯ ᏍᏓᏱ ᎠᎪᏮᏛᏗ ᎦᏄᎸᏒᎢ.,Selagwoya sdayi agowhtvhdi ganulvsvi.,It's difficult to see a green snake in the grass.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1408,ced,ᎯᎳ ᎢᎦ ᏎᎷ ᏕᎭᏛᎯᏍᏓ ᎪᎯ ᎪᎩ?,Hila iga selu dehatvhisda kohi gogi?,How much corn did you raise this summer?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1409,ced,Ꮎ ᏗᎦᎶᎩᏍᎩ ᏎᎷ ᎠᎾᏔᏍᎩᏍᎩ ᏓᏫᏍᎦ.,Na digalogisgi selu anhtasgisgi dahwisga.,The farmer is planting some popcorn.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1410,ced,ᏎᎷ ᎢᏌ ᎦᏅᏛ ᎤᏤᏩᏍᏙᏔᏅᎢ.,Selu isa ganhdv ujewasdohtanvi.,He accidentally spilled a sack of corn meal.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1411,ced,ᏎᎷ ᏧᏓ ᏧᎧᏲᏓ ᏓᎪᎲᏍᏗᎭ.,Selu juda jukahyoda dagohvsdiha.,He's burning some dry corncobs.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1412,ced,ᏍᎪᎯ ᎢᏳᏩᏂᎸ ᏂᏚᎵᏏᏂᏒ ᎦᎦᏙᏍᏗᏍᎪ ᎧᏃᎮᏓ ᎠᏓᏴᎳᏛᏍᎩ ᎠᎩᎲᎢ.,Sgohi iyuwahnilv nidulsihnisv gagatosdisgo kanoheda adayvlatvsgi agihvi.,I watch the news at ten o'clock each night on my television set.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1413,ced,ᏍᎪᎯᏁ ᏐᎢᎧᎴᏍᏗ ᏛᎦᎷᏥ.,Sgohine soikalesdi dvgaluhji.,He's coming back the tenth of next month.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1414,ced,Ꮲ ᏍᎪᎯᏥᏍᏆ ᎾᏂᎥ ᏴᏫ.,Dlv sgohitsgwa naniv yvwi.,There were about a hundred people.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1415,ced,Ꮎ ᏗᏂᏲᏟ ᏍᏆᎴᏍᏗ ᏧᎾᏁᎶᏗ ᎤᎾᏚᎵᎭ.,Na diniyohli sgwalesdi junanehldi unaduliha.,The children want to play ball.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1416,ced,ᏍᏆᏂᏤᏍᏛ ᏭᏪᏙᎸ ᏙᎢ ᎡᏙᎲ ᎢᎪᎯᏓ.,Sgwanijesdv wuwedolv toi edohv igohida.,He went to New Mexico while on his vacation.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1417,ced,ᏗᏍᏇᏅ ᎬᏗ ᎤᎾᏟᎸ ᎠᏂᏧᏣ.,Disgwehnv gvhdi unahlilv anichuja.,The boys fought with their fists.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1418,ced,"ᎪᎯ ᎢᎦ ᏓᎩᎸᏫᏍᏓᏁᎭ, ᏑᎾᎴᏅ ᎥᏍᏊ ᏙᏛᎩᎸᏫᏍᏓᏁᎵ.","Kohi iga dagilvhwisdaneha, sunalehnv vsgwu dodvgilvhwisdaneli.","I am working today, and I will work tomorrow also.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1419,ced,ᏝᏍ Ꮟ ᏱᎦᎷᎦ?,Hlas si yigaluhga?,Isn't he back yet?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1420,ced,ᏏᎦ ᏭᏪᏙᎸ ᎤᏙ ᏧᏪᏅᏒᎢ.,Siga wuwedolv udo juwenvsvi.,He went to his sister's home for one day.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1421,ced,ᏍᎩᎩ ᎾᏂᏪᏍᎬ ᎦᏛᎩᎠ.,Sgigi naniwesgv gatvgia.,I hear katydids.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1422,ced,ᏏᏊ ᎠᏆᏚᎵ ᎠᎹ.,Sigwu agwaduli ama.,I want more water.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1423,ced,ᏒᎯ ᎠᏆᏛᎦᏅ ᏏᏊ ᏗᎦᏬᏂᏏᏒ ᎪᎯ ᎢᎦ.,Svhi aktvganv sigwu digawonisisv kohi iga.,I heard yesterday that he was supposed to speak again today.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1424,ced,ᎯᎳ ᎢᏳᏓᎨᏓ Ꮎ ᏏᏆ?,Hila iyudageda na sihgwa?,How much does that pig weigh?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1425,ced,ᎢᏤ ᏓᏆᏪᎳ ᏓᏤᏝ ᏏᏅ ᎤᏪᏘ ᎨᏒᎢ.,Ije dagwawela dajehla sihnv uweti gesvi.,A new car is better than an old one.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1426,ced,ᏏᏅᏓ ᎤᏂᎯᎵᏙᎸ ᎦᎵᏦᏕ ᎠᏀᏁᏍᎨᏍᎬᎢ.,Sinvda unihilidolv gahljode anahnesgesgvi.,They took one month in building the house.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1427,ced,ᏍᎪᏂ ᏗᎦᏙᎦ ᏗᏑᎲᏍᎦ.,Skoni digadoga disuhvsga.,He's standing on the other side fishing.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1428,ced,ᏍᎪᏂᏱᏍ ᏫᏤᏓᏍᏗ ᏄᎵᏍᏔᏁ ᎠᏂᏲᏍᎩ ᏥᏯᎥᎢ?,Skoniyis wijedasdi nulstane aniyosgi chiyavi?,Did you have to go overseas when you were in the service?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1429,ced,ᏐᏈᎵ ᏓᎾᏙᎩᏯᏍᏗᎭ.,Sogwili danatohgiyasdiha.,They're racing horses.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1430,ced,ᏐᏈᎵ ᏗᎦᎴᏅᎢᏓ ᎬᏗ ᎦᏓᎷᎩᎠ.,Sogwili digalenvida gvhdi gadalugia.,He's plowing with a mule.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1431,ced,ᏐᎯ ᏕᎫᎡᏍᎪ ᎤᎵᎪᎲᏍᏗ.,Sohi deguesgo uligohvsdi.,He picks hickory nuts in the fall.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1432,ced,ᏐᏁᎳ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᏥᎪᏮᏛᏗ ᎦᎾᎦᏘ.,Sohnela iyuwahnilv sunale jigowhtvhdi ganakti.,I have to see the doctor tomorrow at nine o'clock.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1433,ced,ᏐᏁᎵᏁᎢᏍ ᏱᏣᎵᏍᏙᏗ ᏣᏚᎵᎭ?,Sohnelineis yijalsdohdi jaduliha?,Do you want to be the ninth?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1434,ced,ᏏᏊ ᏐᎢ ᏥᏍᎬᏏ.,Sigwu soi jiskvsi.,Give me another one.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1435,ced,ᏐᎢ ᏗᎧᏅᏑᎸ ᏩᏴᎭ.,Soi dikanvsulv wayvha.,He went in another room.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1436,ced,ᏐᎢᏱ ᏫᏍᎩᎳᏓ ᎯᎠ ᎦᏍᎩᎶ.,Soiyi hwisgilada hia gasgilo.,Set this chair in the next room.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1437,ced,ᏑᏓᎴᎩ ᎢᏯᎩᏪᏍᏗ ᎠᏆᏚᎵ.,Sudalegi iyagiwesdi agwaduli.,I want to say one thing.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1438,ced,ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᏗᏜ ᎤᏰᎢᏍᏙᏍᎪᎢ ᏩᏥ.,Sudali iyuwahnilv sunale didla uyeisdosgoi waji.,The alarm clock wakes him up at six o'clock in the morning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1439,ced,ᏑᏓᎵᏁ ᏐᎢ ᏥᎧᎸ ᎬᏪᏙᎸᎢ.,Sudaline soi jikalv gvwedolvi.,He hasn't been here since the sixth of last month.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1440,ced,ᏑᏕᏘᏴᏓ ᏥᎨᏒᎥ ᏣᎩᏩᏒ ᎯᎠ ᏩᏥ.,Sudetiyvda jigesvv jakiwasv hia waji.,I bought this watch one year ago.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1441,ced,"ᏑᎨᏓ ᎤᏬᏢᏃᎿ, ᏗᎦᏘᏗ ᏭᏝᏅᎢ.","Sugeda uwohlvhnohna, digatdi wuhlanvi.","After she made the dough, she put it in the oven.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1442,ced,ᏔᎵᎭ ᏗᏑᏗ ᏓᏆᏚᎵᎭ.,Taliha disuhdi dagwaduliha.,I want two fishhooks.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1443,ced,ᏔᎵ ᎢᏳᏟᎶᏓ ᎤᎯᎵᏙᎸ ᏑᏟᎶᏓ ᎧᏄᎦᏟ ᎦᏕᏍᎬᎢ.,Tali iyuhliloda uhilidolv suhliloda kanugahli gadesgvi.,It took him two hours to pick a gallon of blackberries.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1444,ced,ᎪᎱᏍᏗ ᎤᎵᏬᏨ ᎠᏂᏰᎠ ᏑᎵ.,Gohusdi ulihwojv anihyea suli.,The buzzards are eating something dead.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1445,ced,ᏑᎾᎴ ᏗᏜ ᎯᎷᏨᎢ.,Sunale didla hiluhjvi.,Come in the morning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1446,ced,ᏑᎾᎴ ᏒᎯᏰᏱ ᎢᎬᎪᎥᎢ.,Sunale svhiyeyi igvgovi.,I'll see you tomorrow evening.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1447,ced,ᏑᎾᎴ ᏔᎵ ᏳᏩᏂᎸ ᏥᎨᏎᏍᏗ ᏓᏒᏍᏗ ᏗᎦᏠᎯᏍᏗᎢ.,Sunale tali yuwahnilv jigesesdi dasvsdi digadlohisdii.,Our meeting is scheduled for tomorrow at two o'clock.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1448,ced,ᏑᏒᎯᏓ ᎮᏙᎸ ᏔᎵᏁᎢ ᎢᏁᏙᎸᎢ.,Susvhida hedolv talinei inedolvi.,Stay overnight the next time you come.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1449,ced,ᏒᏙᏂ ᎤᎧᎵᏨ ᎤᎦᎿᏅ ᎠᎹ ᎤᎦᎿᎾ.,Svdoni ukalijv ugahnanv ama ugahnana.,The barrel filled up with rainwater when it rained.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
